f1,f2,f3,f4,f5,trial,true_category,response,correct,performance,agent,scaling,weight_type
0,1,0,1,1,27,0,0,1,0.48148148148148145,1,0.1,skewed3
1,1,0,1,1,28,1,1,1,0.5,1,0.1,skewed3
0,0,1,1,1,29,0,1,0,0.4827586206896552,1,0.1,skewed3
1,0,1,1,1,30,1,0,0,0.4666666666666667,1,0.1,skewed3
0,1,1,1,1,31,0,0,1,0.4838709677419355,1,0.1,skewed3
1,1,1,1,1,32,1,0,0,0.46875,1,0.1,skewed3
0,0,0,0,0,1,0,0,1,1,1,0.1,skewed4
1,0,0,0,0,2,1,1,1,1,1,0.1,skewed4
0,1,0,0,0,3,0,1,0,0.6666666666666666,1,0.1,skewed4
1,1,0,0,0,4,1,0,0,0.5,1,0.1,skewed4
0,0,1,0,0,5,0,0,1,0.6,1,0.1,skewed4
1,0,1,0,0,6,1,1,1,0.6666666666666666,1,0.1,skewed4
0,1,1,0,0,7,0,1,0,0.5714285714285714,1,0.1,skewed4
1,1,1,0,0,8,1,1,1,0.625,1,0.1,skewed4
0,0,0,1,0,9,0,0,1,0.6666666666666666,1,0.1,skewed4
1,0,0,1,0,10,1,1,1,0.7,1,0.1,skewed4
0,1,0,1,0,11,0,1,0,0.6363636363636364,1,0.1,skewed4
1,1,0,1,0,12,1,1,1,0.6666666666666666,1,0.1,skewed4
0,0,1,1,0,13,0,1,0,0.6153846153846154,1,0.1,skewed4
1,0,1,1,0,14,1,0,0,0.5714285714285714,1,0.1,skewed4
0,1,1,1,0,15,0,0,1,0.6,1,0.1,skewed4
1,1,1,1,0,16,1,0,0,0.5625,1,0.1,skewed4
0,0,0,0,1,17,0,1,0,0.5294117647058824,1,0.1,skewed4
1,0,0,0,1,18,1,1,1,0.5555555555555556,1,0.1,skewed4
0,1,0,0,1,19,0,1,0,0.5263157894736842,1,0.1,skewed4
1,1,0,0,1,20,1,1,1,0.55,1,0.1,skewed4
0,0,1,0,1,21,0,0,1,0.5714285714285714,1,0.1,skewed4
1,0,1,0,1,22,1,0,0,0.5454545454545454,1,0.1,skewed4
0,1,1,0,1,23,0,1,0,0.5217391304347826,1,0.1,skewed4
1,1,1,0,1,24,1,1,1,0.5416666666666666,1,0.1,skewed4
0,0,0,1,1,25,0,1,0,0.52,1,0.1,skewed4
1,0,0,1,1,26,1,1,1,0.5384615384615384,1,0.1,skewed4
0,1,0,1,1,27,0,1,0,0.5185185185185185,1,0.1,skewed4
1,1,0,1,1,28,1,1,1,0.5357142857142857,1,0.1,skewed4
0,0,1,1,1,29,0,1,0,0.5172413793103449,1,0.1,skewed4
1,0,1,1,1,30,1,0,0,0.5,1,0.1,skewed4
0,1,1,1,1,31,0,0,1,0.5161290322580645,1,0.1,skewed4
1,1,1,1,1,32,1,0,0,0.5,1,0.1,skewed4
0,0,0,0,0,1,0,0,1,1,1,0.1,skewed5
1,0,0,0,0,2,1,1,1,1,1,0.1,skewed5
0,1,0,0,0,3,0,1,0,0.6666666666666666,1,0.1,skewed5
1,1,0,0,0,4,1,0,0,0.5,1,0.1,skewed5
0,0,1,0,0,5,0,0,1,0.6,1,0.1,skewed5
1,0,1,0,0,6,1,1,1,0.6666666666666666,1,0.1,skewed5
0,1,1,0,0,7,0,1,0,0.5714285714285714,1,0.1,skewed5
1,1,1,0,0,8,1,1,1,0.625,1,0.1,skewed5
0,0,0,1,0,9,0,0,1,0.6666666666666666,1,0.1,skewed5
1,0,0,1,0,10,1,1,1,0.7,1,0.1,skewed5
0,1,0,1,0,11,0,1,0,0.6363636363636364,1,0.1,skewed5
1,1,0,1,0,12,1,1,1,0.6666666666666666,1,0.1,skewed5
0,0,1,1,0,13,0,1,0,0.6153846153846154,1,0.1,skewed5
1,0,1,1,0,14,1,0,0,0.5714285714285714,1,0.1,skewed5
0,1,1,1,0,15,0,0,1,0.6,1,0.1,skewed5
1,1,1,1,0,16,1,0,0,0.5625,1,0.1,skewed5
0,0,0,0,1,17,0,1,0,0.5294117647058824,1,0.1,skewed5
1,0,0,0,1,18,1,1,1,0.5555555555555556,1,0.1,skewed5
0,1,0,0,1,19,0,1,0,0.5263157894736842,1,0.1,skewed5
1,1,0,0,1,20,1,1,1,0.55,1,0.1,skewed5
0,0,1,0,1,21,0,0,1,0.5714285714285714,1,0.1,skewed5
1,0,1,0,1,22,1,1,1,0.5909090909090909,1,0.1,skewed5
0,1,1,0,1,23,0,1,0,0.5652173913043478,1,0.1,skewed5
1,1,1,0,1,24,1,0,0,0.5416666666666666,1,0.1,skewed5
0,0,0,1,1,25,0,1,0,0.52,1,0.1,skewed5
1,0,0,1,1,26,1,0,0,0.5,1,0.1,skewed5
0,1,0,1,1,27,0,1,0,0.48148148148148145,1,0.1,skewed5
1,1,0,1,1,28,1,0,0,0.4642857142857143,1,0.1,skewed5
0,0,1,1,1,29,0,1,0,0.4482758620689655,1,0.1,skewed5
1,0,1,1,1,30,1,1,1,0.4666666666666667,1,0.1,skewed5
0,1,1,1,1,31,0,0,1,0.4838709677419355,1,0.1,skewed5
1,1,1,1,1,32,1,1,1,0.5,1,0.1,skewed5
0,0,0,0,0,1,0,0,1,1,1,0.4,equal
1,0,0,0,0,2,1,1,1,1,1,0.4,equal
0,1,0,0,0,3,0,0,1,1,1,0.4,equal
1,1,0,0,0,4,1,0,0,0.75,1,0.4,equal
0,0,1,0,0,5,0,1,0,0.6,1,0.4,equal
1,0,1,0,0,6,1,0,0,0.5,1,0.4,equal
0,1,1,0,0,7,0,0,1,0.5714285714285714,1,0.4,equal
1,1,1,0,0,8,1,1,1,0.625,1,0.4,equal
0,0,0,1,0,9,0,0,1,0.6666666666666666,1,0.4,equal
1,0,0,1,0,10,1,1,1,0.7,1,0.4,equal
0,1,0,1,0,11,0,0,1,0.7272727272727273,1,0.4,equal
1,1,0,1,0,12,1,1,1,0.75,1,0.4,equal
0,0,1,1,0,13,0,0,1,0.7692307692307693,1,0.4,equal
1,0,1,1,0,14,1,1,1,0.7857142857142857,1,0.4,equal
0,1,1,1,0,15,0,1,0,0.7333333333333333,1,0.4,equal
1,1,1,1,0,16,1,1,1,0.75,1,0.4,equal
0,0,0,0,1,17,0,0,1,0.7647058823529411,1,0.4,equal
1,0,0,0,1,18,1,1,1,0.7777777777777778,1,0.4,equal
0,1,0,0,1,19,0,1,0,0.7368421052631579,1,0.4,equal
1,1,0,0,1,20,1,1,1,0.75,1,0.4,equal
0,0,1,0,1,21,0,1,0,0.7142857142857143,1,0.4,equal
1,0,1,0,1,22,1,0,0,0.6818181818181818,1,0.4,equal
0,1,1,0,1,23,0,0,1,0.6956521739130435,1,0.4,equal
1,1,1,0,1,24,1,0,0,0.6666666666666666,1,0.4,equal
0,0,0,1,1,25,0,1,0,0.64,1,0.4,equal
1,0,0,1,1,26,1,1,1,0.6538461538461539,1,0.4,equal
0,1,0,1,1,27,0,1,0,0.6296296296296297,1,0.4,equal
1,1,0,1,1,28,1,1,1,0.6428571428571429,1,0.4,equal
0,0,1,1,1,29,0,1,0,0.6206896551724138,1,0.4,equal
1,0,1,1,1,30,1,0,0,0.6,1,0.4,equal
0,1,1,1,1,31,0,0,1,0.6129032258064516,1,0.4,equal
1,1,1,1,1,32,1,1,1,0.625,1,0.4,equal
0,0,0,0,0,1,0,0,1,1,1,0.4,skewed1
1,0,0,0,0,2,1,1,1,1,1,0.4,skewed1
0,1,0,0,0,3,0,0,1,1,1,0.4,skewed1
1,1,0,0,0,4,1,1,1,1,1,0.4,skewed1
0,0,1,0,0,5,0,0,1,1,1,0.4,skewed1
1,0,1,0,0,6,1,0,0,0.8333333333333334,1,0.4,skewed1
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,0.4,skewed1
1,1,1,0,0,8,1,1,1,0.875,1,0.4,skewed1
0,0,0,1,0,9,0,0,1,0.8888888888888888,1,0.4,skewed1
1,0,0,1,0,10,1,1,1,0.9,1,0.4,skewed1
0,1,0,1,0,11,0,0,1,0.9090909090909091,1,0.4,skewed1
1,1,0,1,0,12,1,1,1,0.9166666666666666,1,0.4,skewed1
0,0,1,1,0,13,0,0,1,0.9230769230769231,1,0.4,skewed1
1,0,1,1,0,14,1,1,1,0.9285714285714286,1,0.4,skewed1
0,1,1,1,0,15,0,1,0,0.8666666666666667,1,0.4,skewed1
1,1,1,1,0,16,1,1,1,0.875,1,0.4,skewed1
0,0,0,0,1,17,0,0,1,0.8823529411764706,1,0.4,skewed1
1,0,0,0,1,18,1,1,1,0.8888888888888888,1,0.4,skewed1
0,1,0,0,1,19,0,1,0,0.8421052631578947,1,0.4,skewed1
1,1,0,0,1,20,1,1,1,0.85,1,0.4,skewed1
0,0,1,0,1,21,0,1,0,0.8095238095238095,1,0.4,skewed1
1,0,1,0,1,22,1,0,0,0.7727272727272727,1,0.4,skewed1
0,1,1,0,1,23,0,0,1,0.782608695652174,1,0.4,skewed1
1,1,1,0,1,24,1,0,0,0.75,1,0.4,skewed1
0,0,0,1,1,25,0,1,0,0.72,1,0.4,skewed1
1,0,0,1,1,26,1,1,1,0.7307692307692307,1,0.4,skewed1
0,1,0,1,1,27,0,1,0,0.7037037037037037,1,0.4,skewed1
1,1,0,1,1,28,1,1,1,0.7142857142857143,1,0.4,skewed1
0,0,1,1,1,29,0,1,0,0.6896551724137931,1,0.4,skewed1
1,0,1,1,1,30,1,0,0,0.6666666666666666,1,0.4,skewed1
0,1,1,1,1,31,0,0,1,0.6774193548387096,1,0.4,skewed1
1,1,1,1,1,32,1,1,1,0.6875,1,0.4,skewed1
0,0,0,0,0,1,0,0,1,1,1,0.4,skewed2
1,0,0,0,0,2,1,1,1,1,1,0.4,skewed2
0,1,0,0,0,3,0,0,1,1,1,0.4,skewed2
1,1,0,0,0,4,1,1,1,1,1,0.4,skewed2
0,0,1,0,0,5,0,0,1,1,1,0.4,skewed2
1,0,1,0,0,6,1,0,0,0.8333333333333334,1,0.4,skewed2
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,0.4,skewed2
1,1,1,0,0,8,1,1,1,0.875,1,0.4,skewed2
0,0,0,1,0,9,0,0,1,0.8888888888888888,1,0.4,skewed2
1,0,0,1,0,10,1,1,1,0.9,1,0.4,skewed2
0,1,0,1,0,11,0,0,1,0.9090909090909091,1,0.4,skewed2
1,1,0,1,0,12,1,1,1,0.9166666666666666,1,0.4,skewed2
0,0,1,1,0,13,0,0,1,0.9230769230769231,1,0.4,skewed2
1,0,1,1,0,14,1,1,1,0.9285714285714286,1,0.4,skewed2
0,1,1,1,0,15,0,1,0,0.8666666666666667,1,0.4,skewed2
1,1,1,1,0,16,1,1,1,0.875,1,0.4,skewed2
0,0,0,0,1,17,0,0,1,0.8823529411764706,1,0.4,skewed2
1,0,0,0,1,18,1,1,1,0.8888888888888888,1,0.4,skewed2
0,1,0,0,1,19,0,1,0,0.8421052631578947,1,0.4,skewed2
1,1,0,0,1,20,1,1,1,0.85,1,0.4,skewed2
0,0,1,0,1,21,0,1,0,0.8095238095238095,1,0.4,skewed2
1,0,1,0,1,22,1,0,0,0.7727272727272727,1,0.4,skewed2
0,1,1,0,1,23,0,0,1,0.782608695652174,1,0.4,skewed2
1,1,1,0,1,24,1,0,0,0.75,1,0.4,skewed2
0,0,0,1,1,25,0,1,0,0.72,1,0.4,skewed2
1,0,0,1,1,26,1,1,1,0.7307692307692307,1,0.4,skewed2
0,1,0,1,1,27,0,1,0,0.7037037037037037,1,0.4,skewed2
1,1,0,1,1,28,1,1,1,0.7142857142857143,1,0.4,skewed2
0,0,1,1,1,29,0,1,0,0.6896551724137931,1,0.4,skewed2
1,0,1,1,1,30,1,0,0,0.6666666666666666,1,0.4,skewed2
0,1,1,1,1,31,0,0,1,0.6774193548387096,1,0.4,skewed2
1,1,1,1,1,32,1,1,1,0.6875,1,0.4,skewed2
0,0,0,0,0,1,0,0,1,1,1,0.4,skewed3
1,0,0,0,0,2,1,1,1,1,1,0.4,skewed3
0,1,0,0,0,3,0,0,1,1,1,0.4,skewed3
1,1,0,0,0,4,1,0,0,0.75,1,0.4,skewed3
0,0,1,0,0,5,0,1,0,0.6,1,0.4,skewed3
1,0,1,0,0,6,1,0,0,0.5,1,0.4,skewed3
0,1,1,0,0,7,0,0,1,0.5714285714285714,1,0.4,skewed3
1,1,1,0,0,8,1,1,1,0.625,1,0.4,skewed3
0,0,0,1,0,9,0,0,1,0.6666666666666666,1,0.4,skewed3
1,0,0,1,0,10,1,1,1,0.7,1,0.4,skewed3
0,1,0,1,0,11,0,0,1,0.7272727272727273,1,0.4,skewed3
1,1,0,1,0,12,1,1,1,0.75,1,0.4,skewed3
0,0,1,1,0,13,0,0,1,0.7692307692307693,1,0.4,skewed3
1,0,1,1,0,14,1,1,1,0.7857142857142857,1,0.4,skewed3
0,1,1,1,0,15,0,1,0,0.7333333333333333,1,0.4,skewed3
1,1,1,1,0,16,1,1,1,0.75,1,0.4,skewed3
0,0,0,0,1,17,0,0,1,0.7647058823529411,1,0.4,skewed3
1,0,0,0,1,18,1,1,1,0.7777777777777778,1,0.4,skewed3
0,1,0,0,1,19,0,1,0,0.7368421052631579,1,0.4,skewed3
1,1,0,0,1,20,1,1,1,0.75,1,0.4,skewed3
0,0,1,0,1,21,0,1,0,0.7142857142857143,1,0.4,skewed3
1,0,1,0,1,22,1,0,0,0.6818181818181818,1,0.4,skewed3
0,1,1,0,1,23,0,0,1,0.6956521739130435,1,0.4,skewed3
1,1,1,0,1,24,1,0,0,0.6666666666666666,1,0.4,skewed3
0,0,0,1,1,25,0,1,0,0.64,1,0.4,skewed3
1,0,0,1,1,26,1,1,1,0.6538461538461539,1,0.4,skewed3
0,1,0,1,1,27,0,1,0,0.6296296296296297,1,0.4,skewed3
1,1,0,1,1,28,1,1,1,0.6428571428571429,1,0.4,skewed3
0,0,1,1,1,29,0,1,0,0.6206896551724138,1,0.4,skewed3
1,0,1,1,1,30,1,0,0,0.6,1,0.4,skewed3
0,1,1,1,1,31,0,0,1,0.6129032258064516,1,0.4,skewed3
1,1,1,1,1,32,1,1,1,0.625,1,0.4,skewed3
0,0,0,0,0,1,0,0,1,1,1,0.4,skewed4
1,0,0,0,0,2,1,1,1,1,1,0.4,skewed4
0,1,0,0,0,3,0,0,1,1,1,0.4,skewed4
1,1,0,0,0,4,1,1,1,1,1,0.4,skewed4
0,0,1,0,0,5,0,1,0,0.8,1,0.4,skewed4
1,0,1,0,0,6,1,1,1,0.8333333333333334,1,0.4,skewed4
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,0.4,skewed4
1,1,1,0,0,8,1,0,0,0.75,1,0.4,skewed4
0,0,0,1,0,9,0,0,1,0.7777777777777778,1,0.4,skewed4
1,0,0,1,0,10,1,0,0,0.7,1,0.4,skewed4
0,1,0,1,0,11,0,0,1,0.7272727272727273,1,0.4,skewed4
1,1,0,1,0,12,1,0,0,0.6666666666666666,1,0.4,skewed4
0,0,1,1,0,13,0,0,1,0.6923076923076923,1,0.4,skewed4
1,0,1,1,0,14,1,0,0,0.6428571428571429,1,0.4,skewed4
0,1,1,1,0,15,0,1,0,0.6,1,0.4,skewed4
1,1,1,1,0,16,1,0,0,0.5625,1,0.4,skewed4
0,0,0,0,1,17,0,0,1,0.5882352941176471,1,0.4,skewed4
1,0,0,0,1,18,1,0,0,0.5555555555555556,1,0.4,skewed4
0,1,0,0,1,19,0,1,0,0.5263157894736842,1,0.4,skewed4
1,1,0,0,1,20,1,0,0,0.5,1,0.4,skewed4
0,0,1,0,1,21,0,1,0,0.47619047619047616,1,0.4,skewed4
1,0,1,0,1,22,1,1,1,0.5,1,0.4,skewed4
0,1,1,0,1,23,0,0,1,0.5217391304347826,1,0.4,skewed4
1,1,1,0,1,24,1,0,0,0.5,1,0.4,skewed4
0,0,0,1,1,25,0,1,0,0.48,1,0.4,skewed4
1,0,0,1,1,26,1,1,1,0.5,1,0.4,skewed4
0,1,0,1,1,27,0,1,0,0.48148148148148145,1,0.4,skewed4
1,1,0,1,1,28,1,1,1,0.5,1,0.4,skewed4
0,0,1,1,1,29,0,1,0,0.4827586206896552,1,0.4,skewed4
1,0,1,1,1,30,1,0,0,0.4666666666666667,1,0.4,skewed4
0,1,1,1,1,31,0,0,1,0.4838709677419355,1,0.4,skewed4
1,1,1,1,1,32,1,1,1,0.5,1,0.4,skewed4
0,0,0,0,0,1,0,0,1,1,1,0.4,skewed5
1,0,0,0,0,2,1,1,1,1,1,0.4,skewed5
0,1,0,0,0,3,0,0,1,1,1,0.4,skewed5
1,1,0,0,0,4,1,1,1,1,1,0.4,skewed5
0,0,1,0,0,5,0,1,0,0.8,1,0.4,skewed5
1,0,1,0,0,6,1,1,1,0.8333333333333334,1,0.4,skewed5
0,1,1,0,0,7,0,0,1,0.8571428571428571,1,0.4,skewed5
1,1,1,0,0,8,1,0,0,0.75,1,0.4,skewed5
0,0,0,1,0,9,0,0,1,0.7777777777777778,1,0.4,skewed5
1,0,0,1,0,10,1,0,0,0.7,1,0.4,skewed5
0,1,0,1,0,11,0,0,1,0.7272727272727273,1,0.4,skewed5
1,1,0,1,0,12,1,0,0,0.6666666666666666,1,0.4,skewed5
0,0,1,1,0,13,0,0,1,0.6923076923076923,1,0.4,skewed5
1,0,1,1,0,14,1,0,0,0.6428571428571429,1,0.4,skewed5
0,1,1,1,0,15,0,1,0,0.6,1,0.4,skewed5
1,1,1,1,0,16,1,0,0,0.5625,1,0.4,skewed5
0,0,0,0,1,17,0,0,1,0.5882352941176471,1,0.4,skewed5
1,0,0,0,1,18,1,0,0,0.5555555555555556,1,0.4,skewed5
0,1,0,0,1,19,0,1,0,0.5263157894736842,1,0.4,skewed5
1,1,0,0,1,20,1,0,0,0.5,1,0.4,skewed5
0,0,1,0,1,21,0,1,0,0.47619047619047616,1,0.4,skewed5
1,0,1,0,1,22,1,1,1,0.5,1,0.4,skewed5
0,1,1,0,1,23,0,0,1,0.5217391304347826,1,0.4,skewed5
1,1,1,0,1,24,1,1,1,0.5416666666666666,1,0.4,skewed5
0,0,0,1,1,25,0,1,0,0.52,1,0.4,skewed5
1,0,0,1,1,26,1,0,0,0.5,1,0.4,skewed5
0,1,0,1,1,27,0,1,0,0.48148148148148145,1,0.4,skewed5
1,1,0,1,1,28,1,0,0,0.4642857142857143,1,0.4,skewed5
0,0,1,1,1,29,0,1,0,0.4482758620689655,1,0.4,skewed5
1,0,1,1,1,30,1,1,1,0.4666666666666667,1,0.4,skewed5
0,1,1,1,1,31,0,0,1,0.4838709677419355,1,0.4,skewed5
1,1,1,1,1,32,1,0,0,0.46875,1,0.4,skewed5
0,0,0,0,0,1,0,1,0,0,1,0.7,equal
1,0,0,0,0,2,1,1,1,0.5,1,0.7,equal
0,1,0,0,0,3,0,1,0,0.3333333333333333,1,0.7,equal
1,1,0,0,0,4,1,0,0,0.25,1,0.7,equal
0,0,1,0,0,5,0,0,1,0.4,1,0.7,equal
1,0,1,0,0,6,1,1,1,0.5,1,0.7,equal
0,1,1,0,0,7,0,1,0,0.42857142857142855,1,0.7,equal
1,1,1,0,0,8,1,0,0,0.375,1,0.7,equal
